Country,y,f,Total installed capacity (GW),Source
SDN,2020,BIO,0.23808,Biomass
SDN,2020,HFO,1.905386,Heavy Fuel Oil
SDN,2020,HYD,1.9266,Hydropower
SDN,2020,LFO,0.547538257451397,Light Fuel Oil
SDN,2020,SOL,0.012695,Solar
SDN,2021,BIO,0.226176,Biomass
SDN,2021,GAS,1.2399787915991132,Natural Gas
SDN,2021,HFO,1.8101167,Heavy Fuel Oil
SDN,2021,HYD,1.9266,Hydropower
SDN,2021,LFO,0.5299707574513969,Light Fuel Oil
SDN,2021,SOL,0.01229,Solar
SDN,2022,BIO,0.214272,Biomass
SDN,2022,GAS,1.6840325395508184,Natural Gas
SDN,2022,HFO,1.7148474,Heavy Fuel Oil
SDN,2022,HYD,1.9266,Hydropower
SDN,2022,LFO,0.5124032574513969,Light Fuel Oil
SDN,2022,SOL,0.011885,Solar
SDN,2023,BIO,0.202368,Biomass
SDN,2023,GAS,1.6840325395508184,Natural Gas
SDN,2023,HFO,1.6195781,Heavy Fuel Oil
SDN,2023,HYD,1.9266,Hydropower
SDN,2023,LFO,0.4948357574513969,Light Fuel Oil
SDN,2023,SOL,0.01148,Solar
SDN,2024,BIO,0.190464,Biomass
SDN,2024,GAS,1.6840325395508184,Natural Gas
SDN,2024,GEO,0.1,Geothermal
SDN,2024,HFO,1.5243088,Heavy Fuel Oil
SDN,2024,HYD,1.9266,Hydropower
SDN,2024,LFO,0.4772682574513969,Light Fuel Oil
SDN,2024,SOL,0.011075,Solar
SDN,2025,BIO,0.11904,Biomass
SDN,2025,GAS,1.6840325395508184,Natural Gas
SDN,2025,GEO,0.2,Geothermal
SDN,2025,HFO,1.4290395,Heavy Fuel Oil
SDN,2025,HYD,1.9266,Hydropower
SDN,2025,LFO,0.4594080995290384,Light Fuel Oil
SDN,2025,SOL,0.01067,Solar
SDN,2026,BIO,0.107136,Biomass
SDN,2026,GAS,1.6840325395508184,Natural Gas
SDN,2026,GEO,0.3,Geothermal
SDN,2026,HFO,1.3337702,Heavy Fuel Oil
SDN,2026,HYD,1.9266,Hydropower
SDN,2026,LFO,0.345945,Light Fuel Oil
SDN,2026,SOL,0.010265,Solar
SDN,2027,BIO,0.095232,Biomass
SDN,2027,GAS,1.9904173487963832,Natural Gas
SDN,2027,GEO,0.4,Geothermal
SDN,2027,HFO,1.2385009,Heavy Fuel Oil
SDN,2027,HYD,1.9266,Hydropower
SDN,2027,LFO,0.2283775,Light Fuel Oil
SDN,2027,SOL,0.00986,Solar
SDN,2028,BIO,0.083328,Biomass
SDN,2028,GAS,3.612801141983671,Natural Gas
SDN,2028,GEO,0.4,Geothermal
SDN,2028,HFO,1.1432316,Heavy Fuel Oil
SDN,2028,HYD,1.9266,Hydropower
SDN,2028,LFO,0.21081,Light Fuel Oil
SDN,2028,SOL,0.009455,Solar
SDN,2029,BIO,0.071424,Biomass
SDN,2029,GAS,4.573496534516993,Natural Gas
SDN,2029,GEO,0.4,Geothermal
SDN,2029,HFO,1.0479623,Heavy Fuel Oil
SDN,2029,HYD,2.42172867717605,Hydropower
SDN,2029,LFO,0.1932425,Light Fuel Oil
SDN,2029,SOL,0.50905,Solar
SDN,2030,BIO,0.05952,Biomass
SDN,2030,GAS,4.81338032853942,Natural Gas
SDN,2030,GEO,0.4,Geothermal
SDN,2030,HFO,0.952693,Heavy Fuel Oil
SDN,2030,HYD,3.174814005467149,Hydropower
SDN,2030,LFO,0.175675,Light Fuel Oil
SDN,2030,SOL,1.2586449999999998,Solar
