Country,y,f,Total annual demand (GWh),Demand type
NAM,2020.0,EL3E,4928.6944483874,Current electrified
NAM,2020.0,EL3U,199.9444446044,New electrified
NAM,2021.0,EL3E,5757.1944490502,Current electrified
NAM,2021.0,EL3U,399.861111431,New electrified
NAM,2022.0,EL3E,6683.1388942354,Current electrified
NAM,2022.0,EL3U,599.8055560354001,New electrified
NAM,2023.0,EL3E,7715.5000061724,Current electrified
NAM,2023.0,EL3U,799.7500006398001,New electrified
NAM,2024.0,EL3E,8866.9166737602,Current electrified
NAM,2024.0,EL3U,999.6944452442,New electrified
NAM,2025.0,EL3E,9956.6944524098,Current electrified
NAM,2025.0,EL3U,1199.6111120708,New electrified
NAM,2026.0,EL3E,11152.4444533664,Current electrified
NAM,2026.0,EL3U,1399.5555566752,New electrified
NAM,2027.0,EL3E,12460.5277877462,Current electrified
NAM,2027.0,EL3U,1599.5000012796002,New electrified
NAM,2028.0,EL3E,13889.027788889,Current electrified
NAM,2028.0,EL3U,1799.4166681062002,New electrified
NAM,2029.0,EL3E,15446.8889012464,Current electrified
NAM,2029.0,EL3U,1999.3611127106,New electrified
NAM,2030.0,EL3E,16977.3889024708,Current electrified
NAM,2030.0,EL3U,2199.305557315,New electrified
NAM,2029.0,ZAFEL1,114.722222314,Exports (ZAF)
NAM,2029.0,ZMBEL1,159.1111112384,Exports (ZMB)
NAM,2030.0,ZAFEL1,949.0000007592,Exports (ZAF)
NAM,2030.0,ZMBEL1,44.0833333686,Exports (ZMB)
