Country,y,f,Total annual demand (GWh),Demand type
KEN,2020.0,EL3E,9869.2222301176,Current electrified
KEN,2021.0,EL3E,11740.9166760594,Current electrified
KEN,2021.0,EL3U,1907.3055570814,New electrified
KEN,2022.0,EL3E,12446.4722321794,Current electrified
KEN,2022.0,EL3U,3814.6388919406,New electrified
KEN,2023.0,EL3E,13137.4722327322,Current electrified
KEN,2023.0,EL3U,5721.944449022,New electrified
KEN,2024.0,EL3E,13814.9166777186,Current electrified
KEN,2024.0,EL3U,7629.2500061034,New electrified
KEN,2025.0,EL3E,14480.611122695602,Current electrified
KEN,2025.0,EL3U,9536.5833409626,New electrified
KEN,2026.0,EL3E,15389.388901200402,Current electrified
KEN,2026.0,EL3U,11443.888898044,New electrified
KEN,2027.0,EL3E,16288.5833463642,Current electrified
KEN,2027.0,EL3U,11858.2500094866,New electrified
KEN,2028.0,EL3E,17178.4444581872,Current electrified
KEN,2028.0,EL3U,12272.638898707,New electrified
KEN,2029.0,EL3E,18060.000014448004,Current electrified
KEN,2029.0,EL3U,12687.0000101496,New electrified
KEN,2030.0,EL3E,18934.3611262586,Current electrified
KEN,2030.0,EL3U,13101.38889937,New electrified
KEN,2020.0,TZAEL1,8309.861117759001,Exports (TZA)
KEN,2021.0,TZAEL1,7408.722228149199,Exports (TZA)
KEN,2022.0,TZAEL1,9150.277785098002,Exports (TZA)
KEN,2023.0,TZAEL1,12335.2500098682,Exports (TZA)
KEN,2023.0,UGAEL1,362.9444447348,Exports (UGA)
KEN,2024.0,TZAEL1,14117.222233516002,Exports (TZA)
KEN,2024.0,UGAEL1,1264.9444454564,Exports (UGA)
KEN,2025.0,TZAEL1,15863.1111238016,Exports (TZA)
KEN,2025.0,UGAEL1,793.9444450796001,Exports (UGA)
KEN,2026.0,TZAEL1,15372.750012298202,Exports (TZA)
KEN,2026.0,UGAEL1,1541.6666679,Exports (UGA)
KEN,2027.0,TZAEL1,15730.000012584002,Exports (TZA)
KEN,2027.0,UGAEL1,814.305556207,Exports (UGA)
KEN,2028.0,TZAEL1,14779.194456267802,Exports (TZA)
KEN,2028.0,UGAEL1,918.5555562904,Exports (UGA)
KEN,2029.0,TZAEL1,15501.8333457348,Exports (TZA)
KEN,2029.0,UGAEL1,893.0833340478,Exports (UGA)
KEN,2030.0,TZAEL1,15482.2500123858,Exports (TZA)
KEN,2030.0,UGAEL1,1313.1111121616,Exports (UGA)
