r,t,f,y,UseByTechnologyAnnual
REGION,CIVSOLPRP00X,CIVSOL,2019.0,0.0205
REGION,CIVSOLPRP00X,CIVSOL,2020.0,0.0196
REGION,CIVSOLPRP00X,CIVSOL,2021.0,0.0188
REGION,CIVSOLPRP00X,CIVSOL,2022.0,0.018
REGION,CIVSOLPRP00X,CIVSOL,2023.0,0.0172
REGION,CIVSOLPRP00X,CIVSOL,2024.0,0.0164
REGION,CIVSOLPRP00X,CIVSOL,2025.0,0.0155
REGION,CIVSOLPRP00X,CIVSOL,2026.0,0.0147
REGION,CIVSOLPRP00X,CIVSOL,2027.0,0.0139
REGION,CIVSOLPRP00X,CIVSOL,2028.0,0.0131
REGION,CIVSOLPRP00X,CIVSOL,2029.0,0.0123
REGION,CIVSOLPRP00X,CIVSOL,2030.0,0.068
REGION,CIVSOLPRP00X,CIVSOL,2031.0,0.8858
REGION,CIVSOLPRP00X,CIVSOL,2032.0,2.3323
REGION,CIVSOLPRP00X,CIVSOL,2033.0,3.5999
REGION,CIVSOLPRP00X,CIVSOL,2034.0,6.1929
REGION,CIVSOLPRP00X,CIVSOL,2035.0,8.7722
REGION,CIVSOLPRP00X,CIVSOL,2036.0,12.0603
REGION,CIVSOLPRP00X,CIVSOL,2037.0,13.0059
REGION,CIVSOLPRP00X,CIVSOL,2038.0,13.9478
REGION,CIVSOLPRP00X,CIVSOL,2039.0,14.886
REGION,CIVSOLPRP00X,CIVSOL,2040.0,15.8205
REGION,CIVSOLPRSAL1,CIVSOL,2040.0,0.0
REGION,CIVSOLPRSAL2,CIVSOL,2040.0,0.0
REGION,CIVSOLPRSAL3,CIVSOL,2040.0,0.0
REGION,CIVSOLPRSAL4,CIVSOL,2040.0,0.0
REGION,CIVSOLPRSAL5,CIVSOL,2040.0,0.0
REGION,CIVSOLPSP00X,CIVSOL,2028.0,0.2598
REGION,CIVSOLPSP00X,CIVSOL,2029.0,1.5322
REGION,CIVSOLPSP00X,CIVSOL,2030.0,3.3433
REGION,CIVSOLPSP00X,CIVSOL,2031.0,3.3433
REGION,CIVSOLPSP00X,CIVSOL,2032.0,3.3433
REGION,CIVSOLPSP00X,CIVSOL,2033.0,3.3433
REGION,CIVSOLPSP00X,CIVSOL,2034.0,3.3433
REGION,CIVSOLPSP00X,CIVSOL,2035.0,3.3433
REGION,CIVSOLPSP00X,CIVSOL,2036.0,3.3433
REGION,CIVSOLPSP00X,CIVSOL,2037.0,3.3433
REGION,CIVSOLPSP00X,CIVSOL,2038.0,3.3433
REGION,CIVSOLPSP00X,CIVSOL,2039.0,3.3433
REGION,CIVSOLPSP00X,CIVSOL,2040.0,3.3433
REGION,CIVSOLPUP00X,CIVSOL,2040.0,0.0
REGION,CIVURNPWP01N,CIVURN,2040.0,0.0
REGION,CIVURNPWP01O,CIVURN,2040.0,0.0
REGION,CIVWINMGRID1,CIVWIN,2040.0,0.0
REGION,CIVWINOFP00X,CIVWIN,2040.0,0.0
REGION,CIVWINONP00X,CIVWIN,2040.0,0.0
REGION,CMRBIOCHC01N,CMRBIO,2040.0,0.0
REGION,CMRBIOCHP01N,CMRBIO,2040.0,0.0
REGION,CMRBIOCHP01O,CMRBIO,2040.0,0.0
REGION,CMRBIODIP00X,CMRBIO,2015.0,230.1243
REGION,CMRBIODIP00X,CMRBIO,2016.0,236.3367
REGION,CMRBIODIP00X,CMRBIO,2017.0,242.6538
REGION,CMRBIODIP00X,CMRBIO,2018.0,249.0812
REGION,CMRBIODIP00X,CMRBIO,2019.0,256.0293
REGION,CMRBIODIP00X,CMRBIO,2020.0,260.4195
REGION,CMRBIODIP00X,CMRBIO,2021.0,274.254
REGION,CMRBIODIP00X,CMRBIO,2022.0,287.6155
REGION,CMRBIODIP00X,CMRBIO,2023.0,300.5937
REGION,CMRBIODIP00X,CMRBIO,2024.0,313.2493
REGION,CMRBIODIP00X,CMRBIO,2025.0,320.798
REGION,CMRBIODIP00X,CMRBIO,2026.0,328.126
REGION,CMRBIODIP00X,CMRBIO,2027.0,335.2433
REGION,CMRBIODIP00X,CMRBIO,2028.0,342.163
REGION,CMRBIODIP00X,CMRBIO,2029.0,348.8953
REGION,CMRBIODIP00X,CMRBIO,2030.0,356.1889
REGION,CMRBIODIP00X,CMRBIO,2031.0,363.2621
REGION,CMRBIODIP00X,CMRBIO,2032.0,370.1264
REGION,CMRBIODIP00X,CMRBIO,2033.0,376.7873
REGION,CMRBIODIP00X,CMRBIO,2034.0,383.2453
REGION,CMRBIODIP00X,CMRBIO,2035.0,390.1837
REGION,CMRBIODIP00X,CMRBIO,2036.0,396.8442
REGION,CMRBIODIP00X,CMRBIO,2037.0,403.2459
REGION,CMRBIODIP00X,CMRBIO,2038.0,409.4132
REGION,CMRBIODIP00X,CMRBIO,2039.0,415.3722
REGION,CMRBIODIP00X,CMRBIO,2040.0,421.4179
REGION,CMRCO1DIP00X,CMRCO1,2040.0,0.0
REGION,CMRCO1EXP00X,CMRCO1,2015.0,183.1097
REGION,CMRCO1EXP00X,CMRCO1,2016.0,181.0513
REGION,CMRCO1EXP00X,CMRCO1,2017.0,148.9902
REGION,CMRCO1EXP00X,CMRCO1,2018.0,147.2294
REGION,CMRCO1EXP00X,CMRCO1,2019.0,147.2294
REGION,CMRCO1EXP00X,CMRCO1,2040.0,0.0
REGION,CMRCO1R1P00X,CMRCO2,2015.0,101.8198
REGION,CMRCO1R1P00X,CMRCO2,2016.0,100.0898
REGION,CMRCO1R1P00X,CMRCO2,2017.0,110.3096
REGION,CMRCO1R1P00X,CMRCO2,2018.0,106.1495
REGION,CMRCO1R1P00X,CMRCO2,2019.0,123.9729
REGION,CMRCO1R1P00X,CMRCO2,2040.0,0.0
REGION,CMRCO1R2P00X,CMRCO2,2040.0,0.0
REGION,CMRCO1RCP00X,CMRCO1,2015.0,102.8482
REGION,CMRCO1RCP00X,CMRCO1,2016.0,101.1008
REGION,CMRCO1RCP00X,CMRCO1,2017.0,111.4238
REGION,CMRCO1RCP00X,CMRCO1,2018.0,107.2217
REGION,CMRCO1RCP00X,CMRCO1,2019.0,125.2252
REGION,CMRCO1RCP00X,CMRCO1,2040.0,0.0
REGION,CMRCOADIP00X,CMRCOA,2040.0,0.0
REGION,CMRCOASCC01N,CMRCOA,2040.0,0.0
REGION,CMRCOASCP01N,CMRCOA,2040.0,0.0
REGION,CMRCOASCP01O,CMRCOA,2040.0,0.0
REGION,CMREL1TRP00X,CMREL1,2015.0,26.6699
REGION,CMREL1TRP00X,CMREL1,2016.0,24.1147
REGION,CMREL1TRP00X,CMREL1,2017.0,24.1147
REGION,CMREL1TRP00X,CMREL1,2018.0,27.1106
REGION,CMREL1TRP00X,CMREL1,2019.0,27.1106
REGION,CMREL1TRP00X,CMREL1,2020.0,33.3843
REGION,CMREL1TRP00X,CMREL1,2021.0,34.66
REGION,CMREL1TRP00X,CMREL1,2022.0,37.2977
REGION,CMREL1TRP00X,CMREL1,2023.0,39.9461
REGION,CMREL1TRP00X,CMREL1,2024.0,42.6062
REGION,CMREL1TRP00X,CMREL1,2025.0,45.2791
REGION,CMREL1TRP00X,CMREL1,2026.0,48.1309
REGION,CMREL1TRP00X,CMREL1,2027.0,51.8985
REGION,CMREL1TRP00X,CMREL1,2028.0,54.8207
REGION,CMREL1TRP00X,CMREL1,2029.0,57.7739
REGION,CMREL1TRP00X,CMREL1,2030.0,59.2988
REGION,CMREL1TRP00X,CMREL1,2031.0,60.9905
REGION,CMREL1TRP00X,CMREL1,2032.0,62.6864
REGION,CMREL1TRP00X,CMREL1,2033.0,64.5358
REGION,CMREL1TRP00X,CMREL1,2034.0,67.6458
REGION,CMREL1TRP00X,CMREL1,2035.0,70.7645
REGION,CMREL1TRP00X,CMREL1,2036.0,74.3228
REGION,CMREL1TRP00X,CMREL1,2037.0,77.8879
REGION,CMREL1TRP00X,CMREL1,2038.0,79.2712
REGION,CMREL1TRP00X,CMREL1,2039.0,80.6559
REGION,CMREL1TRP00X,CMREL1,2040.0,82.0418
REGION,CMREL2DIP00X,CMREL2,2015.0,25.3364
REGION,CMREL2DIP00X,CMREL2,2016.0,22.909
REGION,CMREL2DIP00X,CMREL2,2017.0,22.909
REGION,CMREL2DIP00X,CMREL2,2018.0,25.7551
REGION,CMREL2DIP00X,CMREL2,2019.0,25.7551
REGION,CMREL2DIP00X,CMREL2,2020.0,31.1539
REGION,CMREL2DIP00X,CMREL2,2021.0,31.8046
REGION,CMREL2DIP00X,CMREL2,2022.0,33.7492
REGION,CMREL2DIP00X,CMREL2,2023.0,35.704
REGION,CMREL2DIP00X,CMREL2,2024.0,37.6698
REGION,CMREL2DIP00X,CMREL2,2025.0,39.6479
REGION,CMREL2DIP00X,CMREL2,2026.0,41.7959
REGION,CMREL2DIP00X,CMREL2,2027.0,44.8139
REGION,CMREL2DIP00X,CMREL2,2028.0,47.0288
REGION,CMREL2DIP00X,CMREL2,2029.0,49.2731
REGION,CMREL2DIP00X,CMREL2,2030.0,50.1606
REGION,CMREL2DIP00X,CMREL2,2031.0,51.2065
REGION,CMREL2DIP00X,CMREL2,2032.0,52.2564
REGION,CMREL2DIP00X,CMREL2,2033.0,53.452
REGION,CMREL2DIP00X,CMREL2,2034.0,55.8453
REGION,CMREL2DIP00X,CMREL2,2035.0,58.2469
REGION,CMREL2DIP00X,CMREL2,2036.0,61.0661
REGION,CMREL2DIP00X,CMREL2,2037.0,63.8917
REGION,CMREL2DIP00X,CMREL2,2038.0,64.6446
REGION,CMREL2DIP00X,CMREL2,2039.0,65.3989
REGION,CMREL2DIP00X,CMREL2,2040.0,66.1543
REGION,CMREL3DIP00X,CMREL2,2020.0,0.5612
REGION,CMREL3DIP00X,CMREL2,2021.0,1.1224
REGION,CMREL3DIP00X,CMREL2,2022.0,1.6836
REGION,CMREL3DIP00X,CMREL2,2023.0,2.2448
REGION,CMREL3DIP00X,CMREL2,2024.0,2.806
REGION,CMREL3DIP00X,CMREL2,2025.0,3.3673
REGION,CMREL3DIP00X,CMREL2,2026.0,3.9285
REGION,CMREL3DIP00X,CMREL2,2027.0,4.4897
REGION,CMREL3DIP00X,CMREL2,2028.0,5.0509
REGION,CMREL3DIP00X,CMREL2,2029.0,5.6121
REGION,CMREL3DIP00X,CMREL2,2030.0,6.1733
REGION,CMREL3DIP00X,CMREL2,2031.0,6.7345
REGION,CMREL3DIP00X,CMREL2,2032.0,7.2957
REGION,CMREL3DIP00X,CMREL2,2033.0,7.8569
REGION,CMREL3DIP00X,CMREL2,2034.0,8.4181
REGION,CMREL3DIP00X,CMREL2,2035.0,8.9794
REGION,CMREL3DIP00X,CMREL2,2036.0,9.5406
REGION,CMREL3DIP00X,CMREL2,2037.0,10.1018
REGION,CMREL3DIP00X,CMREL2,2038.0,10.663
REGION,CMREL3DIP00X,CMREL2,2039.0,11.2242
REGION,CMREL3DIP00X,CMREL2,2040.0,11.7854
REGION,CMREL4DIP00X,CMREL3,2040.0,0.0
REGION,CMRELTCDBP00,CMREL1,2040.0,0.0
REGION,CMRELTCDBP00,TCDEL1,2020.0,1.1733
REGION,CMRELTCDBP00,TCDEL1,2021.0,2.4159
REGION,CMRELTCDBP00,TCDEL1,2022.0,3.6715
REGION,CMRELTCDBP00,TCDEL1,2023.0,4.9296
REGION,CMRELTCDBP00,TCDEL1,2024.0,6.1901
REGION,CMRELTCDBP00,TCDEL1,2025.0,7.4085
REGION,CMRELTCDBP00,TCDEL1,2026.0,8.625
REGION,CMRELTCDBP00,TCDEL1,2027.0,9.9908
REGION,CMRELTCDBP00,TCDEL1,2028.0,11.3489
REGION,CMRELTCDBP00,TCDEL1,2029.0,12.7138
REGION,CMRELTCDBP00,TCDEL1,2030.0,14.1187
REGION,CMRELTCDBP00,TCDEL1,2031.0,15.526
REGION,CMRELTCDBP00,TCDEL1,2032.0,16.9299
REGION,CMRELTCDBP00,TCDEL1,2033.0,18.3303
REGION,CMRELTCDBP00,TCDEL1,2034.0,19.7269
REGION,CMRELTCDBP00,TCDEL1,2035.0,21.1852
REGION,CMRELTCDBP00,TCDEL1,2036.0,22.6886
REGION,CMRELTCDBP00,TCDEL1,2037.0,24.013
REGION,CMRELTCDBP00,TCDEL1,2038.0,25.3351
REGION,CMRELTCDBP00,TCDEL1,2039.0,26.6526
REGION,CMRELTCDBP00,TCDEL1,2040.0,27.9909
REGION,CMRHFODIP00X,CMRHFO,2015.0,3.637
REGION,CMRHFODIP00X,CMRHFO,2016.0,3.6853
REGION,CMRHFODIP00X,CMRHFO,2017.0,3.4391
REGION,CMRHFODIP00X,CMRHFO,2018.0,3.3645
REGION,CMRHFODIP00X,CMRHFO,2019.0,3.9613
REGION,CMRHFODIP00X,CMRHFO,2020.0,4.1091
REGION,CMRHFODIP00X,CMRHFO,2021.0,3.9387
REGION,CMRHFODIP00X,CMRHFO,2022.0,4.055
REGION,CMRHFODIP00X,CMRHFO,2023.0,4.1751
REGION,CMRHFODIP00X,CMRHFO,2024.0,4.2991
REGION,CMRHFODIP00X,CMRHFO,2025.0,4.4273
REGION,CMRHFODIP00X,CMRHFO,2026.0,4.5608
REGION,CMRHFODIP00X,CMRHFO,2027.0,4.6988
REGION,CMRHFODIP00X,CMRHFO,2028.0,4.841
REGION,CMRHFODIP00X,CMRHFO,2029.0,4.9873
REGION,CMRHFODIP00X,CMRHFO,2030.0,5.1376
REGION,CMRHFODIP00X,CMRHFO,2031.0,5.2873
REGION,CMRHFODIP00X,CMRHFO,2032.0,5.4408
REGION,CMRHFODIP00X,CMRHFO,2033.0,5.5978
REGION,CMRHFODIP00X,CMRHFO,2034.0,5.7584
REGION,CMRHFODIP00X,CMRHFO,2035.0,5.9226
REGION,CMRHFODIP00X,CMRHFO,2036.0,6.0794
REGION,CMRHFODIP00X,CMRHFO,2037.0,6.2396
REGION,CMRHFODIP00X,CMRHFO,2038.0,6.403
REGION,CMRHFODIP00X,CMRHFO,2039.0,6.5695
REGION,CMRHFODIP00X,CMRHFO,2040.0,6.7387
REGION,CMRHFOEMP00X,CMRHFO,2015.0,0.9913
REGION,CMRHFOEMP00X,CMRHFO,2016.0,1.0047
REGION,CMRHFOEMP00X,CMRHFO,2017.0,0.946
REGION,CMRHFOEMP00X,CMRHFO,2018.0,1.2332
REGION,CMRHFOEMP00X,CMRHFO,2019.0,1.2332
REGION,CMRHFOEMP00X,CMRHFO,2020.0,1.2332
REGION,CMRHFOEMP00X,CMRHFO,2021.0,1.2024
REGION,CMRHFOEMP00X,CMRHFO,2022.0,1.1716
REGION,CMRHFOEMP00X,CMRHFO,2023.0,1.1408
REGION,CMRHFOEMP00X,CMRHFO,2024.0,1.1099
REGION,CMRHFOEMP00X,CMRHFO,2025.0,1.0791
REGION,CMRHFOEMP00X,CMRHFO,2026.0,1.0483
REGION,CMRHFOEMP00X,CMRHFO,2027.0,1.0174
REGION,CMRHFOEMP00X,CMRHFO,2028.0,0.9866
REGION,CMRHFOEMP00X,CMRHFO,2029.0,0.9558
REGION,CMRHFOEMP00X,CMRHFO,2030.0,0.9249
REGION,CMRHFOEMP00X,CMRHFO,2031.0,0.9018
REGION,CMRHFOEMP00X,CMRHFO,2032.0,0.8787
REGION,CMRHFOEMP00X,CMRHFO,2033.0,0.8556
REGION,CMRHFOEMP00X,CMRHFO,2034.0,0.8324
REGION,CMRHFOEMP00X,CMRHFO,2035.0,0.8093
REGION,CMRHFOEMP00X,CMRHFO,2036.0,0.7862
REGION,CMRHFOEMP00X,CMRHFO,2037.0,0.7631
REGION,CMRHFOEMP00X,CMRHFO,2038.0,0.7399
REGION,CMRHFOEMP00X,CMRHFO,2039.0,0.7168
REGION,CMRHFOEMP00X,CMRHFO,2040.0,0.6937
REGION,CMRHFOGCP01N,CMRHFO,2040.0,0.0
REGION,CMRHFOGCP01O,CMRHFO,2015.0,12.9241
REGION,CMRHFOGCP01O,CMRHFO,2016.0,12.9241
REGION,CMRHFOGCP01O,CMRHFO,2017.0,12.9241
REGION,CMRHFOGCP01O,CMRHFO,2018.0,12.9241
REGION,CMRHFOGCP01O,CMRHFO,2019.0,12.9241
REGION,CMRHFOGCP01O,CMRHFO,2020.0,12.9241
REGION,CMRHFOGCP01O,CMRHFO,2021.0,12.2779
REGION,CMRHFOGCP01O,CMRHFO,2022.0,11.6317
REGION,CMRHFOGCP01O,CMRHFO,2023.0,10.9855
REGION,CMRHFOGCP01O,CMRHFO,2024.0,2.0679
REGION,CMRHFOGCP01O,CMRHFO,2025.0,1.9386
REGION,CMRHFOGCP01O,CMRHFO,2026.0,1.8094
REGION,CMRHFOGCP01O,CMRHFO,2027.0,1.6801
REGION,CMRHFOGCP01O,CMRHFO,2028.0,1.5509
REGION,CMRHFOGCP01O,CMRHFO,2029.0,1.4217
REGION,CMRHFOGCP01O,CMRHFO,2030.0,1.2924
REGION,CMRHFOGCP01O,CMRHFO,2031.0,1.1632
REGION,CMRHFOGCP01O,CMRHFO,2032.0,1.0339
REGION,CMRHFOGCP01O,CMRHFO,2033.0,0.9047
REGION,CMRHFOGCP01O,CMRHFO,2034.0,1.105
REGION,CMRHFOGCP01O,CMRHFO,2035.0,1.125
REGION,CMRHFOGCP01O,CMRHFO,2036.0,0.9
REGION,CMRHFOGCP01O,CMRHFO,2037.0,0.675
REGION,CMRHFOGCP01O,CMRHFO,2038.0,0.45
REGION,CMRHFOGCP01O,CMRHFO,2039.0,0.225
REGION,CMRHFOGCP01O,CMRHFO,2040.0,0.0
REGION,CMRLFODIP00X,CMRLFO,2015.0,56.9798
REGION,CMRLFODIP00X,CMRLFO,2016.0,57.7368
REGION,CMRLFODIP00X,CMRLFO,2017.0,53.879
REGION,CMRLFODIP00X,CMRLFO,2018.0,52.7103
REGION,CMRLFODIP00X,CMRLFO,2019.0,62.0607
REGION,CMRLFODIP00X,CMRLFO,2020.0,64.3763
REGION,CMRLFODIP00X,CMRLFO,2021.0,61.707
REGION,CMRLFODIP00X,CMRLFO,2022.0,63.529
REGION,CMRLFODIP00X,CMRLFO,2023.0,65.4099
REGION,CMRLFODIP00X,CMRLFO,2024.0,67.3524
REGION,CMRLFODIP00X,CMRLFO,2025.0,69.3609
REGION,CMRLFODIP00X,CMRLFO,2026.0,71.453
REGION,CMRLFODIP00X,CMRLFO,2027.0,73.6143
REGION,CMRLFODIP00X,CMRLFO,2028.0,75.8422
REGION,CMRLFODIP00X,CMRLFO,2029.0,78.1349
REGION,CMRLFODIP00X,CMRLFO,2030.0,80.4895
REGION,CMRLFODIP00X,CMRLFO,2031.0,82.8351
REGION,CMRLFODIP00X,CMRLFO,2032.0,85.2386
REGION,CMRLFODIP00X,CMRLFO,2033.0,87.699
REGION,CMRLFODIP00X,CMRLFO,2034.0,90.2153
REGION,CMRLFODIP00X,CMRLFO,2035.0,92.7871
REGION,CMRLFODIP00X,CMRLFO,2036.0,95.2442
REGION,CMRLFODIP00X,CMRLFO,2037.0,97.7541
REGION,CMRLFODIP00X,CMRLFO,2038.0,100.3143
REGION,CMRLFODIP00X,CMRLFO,2039.0,102.9219
REGION,CMRLFODIP00X,CMRLFO,2040.0,105.5737
REGION,CMRLFOEMP00X,CMRLFO,2015.0,15.7041
REGION,CMRLFOEMP00X,CMRLFO,2016.0,15.9172
REGION,CMRLFOEMP00X,CMRLFO,2017.0,14.9872
REGION,CMRLFOEMP00X,CMRLFO,2018.0,19.5375
REGION,CMRLFOEMP00X,CMRLFO,2019.0,19.3208
REGION,CMRLFOEMP00X,CMRLFO,2020.0,19.3208
REGION,CMRLFOEMP00X,CMRLFO,2021.0,18.8378
REGION,CMRLFOEMP00X,CMRLFO,2022.0,18.3548
REGION,CMRLFOEMP00X,CMRLFO,2023.0,17.8718
REGION,CMRLFOEMP00X,CMRLFO,2024.0,17.3888
REGION,CMRLFOEMP00X,CMRLFO,2025.0,16.9057
REGION,CMRLFOEMP00X,CMRLFO,2026.0,16.4227
REGION,CMRLFOEMP00X,CMRLFO,2027.0,15.9397
REGION,CMRLFOEMP00X,CMRLFO,2028.0,15.4567
REGION,CMRLFOEMP00X,CMRLFO,2029.0,14.9736
REGION,CMRLFOEMP00X,CMRLFO,2030.0,14.4906
REGION,CMRLFOEMP00X,CMRLFO,2031.0,14.1284
REGION,CMRLFOEMP00X,CMRLFO,2032.0,13.7661
REGION,CMRLFOEMP00X,CMRLFO,2033.0,13.4038
REGION,CMRLFOEMP00X,CMRLFO,2034.0,13.0416
REGION,CMRLFOEMP00X,CMRLFO,2035.0,12.6793
REGION,CMRLFOEMP00X,CMRLFO,2036.0,12.317
REGION,CMRLFOEMP00X,CMRLFO,2037.0,11.9548
REGION,CMRLFOEMP00X,CMRLFO,2038.0,11.5925
REGION,CMRLFOEMP00X,CMRLFO,2039.0,11.2302
REGION,CMRLFOEMP00X,CMRLFO,2040.0,10.868
REGION,CMRLFOMGRID1,CMRLFO,2040.0,0.0
REGION,CMRLFORCP00X,CMRLFO,2015.0,11.7077
REGION,CMRLFORCP00X,CMRLFO,2016.0,9.1115
REGION,CMRLFORCP00X,CMRLFO,2017.0,23.5059
REGION,CMRLFORCP00X,CMRLFO,2018.0,16.2138
REGION,CMRLFORCP00X,CMRLFO,2019.0,23.8341
REGION,CMRLFORCP00X,CMRLFO,2020.0,3.1486
REGION,CMRLFORCP00X,CMRLFO,2021.0,3.2178
REGION,CMRLFORCP00X,CMRLFO,2022.0,3.4169
REGION,CMRLFORCP00X,CMRLFO,2023.0,3.6177
REGION,CMRLFORCP00X,CMRLFO,2024.0,3.8202
REGION,CMRLFORCP00X,CMRLFO,2025.0,4.0247
REGION,CMRLFORCP00X,CMRLFO,2026.0,4.247
REGION,CMRLFORCP00X,CMRLFO,2027.0,0.093
REGION,CMRLFORCP00X,CMRLFO,2028.0,0.093
REGION,CMRLFORCP00X,CMRLFO,2040.0,0.0
REGION,CMRLFORCP01N,CMRLFO,2040.0,0.0
REGION,CMRLFORCP01O,CMRLFO,2015.0,11.3189
REGION,CMRLFORCP01O,CMRLFO,2016.0,11.3189
REGION,CMRLFORCP01O,CMRLFO,2017.0,11.3189
REGION,CMRLFORCP01O,CMRLFO,2018.0,11.3189
REGION,CMRLFORCP01O,CMRLFO,2019.0,11.3189
REGION,CMRLFORCP01O,CMRLFO,2020.0,2.2638
REGION,CMRLFORCP01O,CMRLFO,2021.0,2.1506
REGION,CMRLFORCP01O,CMRLFO,2022.0,2.0374
REGION,CMRLFORCP01O,CMRLFO,2023.0,1.9242
REGION,CMRLFORCP01O,CMRLFO,2024.0,1.811
REGION,CMRLFORCP01O,CMRLFO,2025.0,1.6978
REGION,CMRLFORCP01O,CMRLFO,2026.0,1.5846
REGION,CMRLFORCP01O,CMRLFO,2027.0,1.4715
REGION,CMRLFORCP01O,CMRLFO,2028.0,1.3583
REGION,CMRLFORCP01O,CMRLFO,2029.0,1.2451
REGION,CMRLFORCP01O,CMRLFO,2030.0,1.1319
REGION,CMRLFORCP01O,CMRLFO,2031.0,1.0187
REGION,CMRLFORCP01O,CMRLFO,2032.0,0.9055
REGION,CMRLFORCP01O,CMRLFO,2033.0,0.7923
REGION,CMRLFORCP01O,CMRLFO,2034.0,0.6791
REGION,CMRLFORCP01O,CMRLFO,2035.0,0.5659
REGION,CMRLFORCP01O,CMRLFO,2036.0,0.4528
REGION,CMRLFORCP01O,CMRLFO,2037.0,0.3396
REGION,CMRLFORCP01O,CMRLFO,2038.0,0.2264
REGION,CMRLFORCP01O,CMRLFO,2039.0,0.1132
REGION,CMRLFORCP01O,CMRLFO,2040.0,0.0
REGION,CMRLFOSALON1,CMRLFO,2040.0,0.0
REGION,CMRLNGEXP00X,CMRGAS,2025.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2026.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2027.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2028.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2029.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2030.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2031.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2032.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2033.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2034.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2035.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2036.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2037.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2038.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2039.0,25.0
REGION,CMRLNGEXP00X,CMRGAS,2040.0,25.0
REGION,CMRNGACCC01N,CMRGAS,2040.0,0.0
REGION,CMRNGACCP01N,CMRGAS,2020.0,19.7483
REGION,CMRNGACCP01N,CMRGAS,2021.0,20.4008
REGION,CMRNGACCP01N,CMRGAS,2022.0,23.3703
REGION,CMRNGACCP01N,CMRGAS,2023.0,26.3438
REGION,CMRNGACCP01N,CMRGAS,2024.0,34.2803
REGION,CMRNGACCP01N,CMRGAS,2025.0,37.0221
REGION,CMRNGACCP01N,CMRGAS,2026.0,40.0626
REGION,CMRNGACCP01N,CMRGAS,2027.0,44.4116
REGION,CMRNGACCP01N,CMRGAS,2028.0,47.3204
REGION,CMRNGACCP01N,CMRGAS,2029.0,50.2609
REGION,CMRNGACCP01N,CMRGAS,2030.0,50.7062
REGION,CMRNGACCP01N,CMRGAS,2031.0,51.4284
REGION,CMRNGACCP01N,CMRGAS,2032.0,52.1606
REGION,CMRNGACCP01N,CMRGAS,2033.0,53.1549
REGION,CMRNGACCP01N,CMRGAS,2034.0,56.08
REGION,CMRNGACCP01N,CMRGAS,2035.0,58.7266
REGION,CMRNGACCP01N,CMRGAS,2036.0,62.5112
REGION,CMRNGACCP01N,CMRGAS,2037.0,66.5796
REGION,CMRNGACCP01N,CMRGAS,2038.0,66.9894
REGION,CMRNGACCP01N,CMRGAS,2039.0,67.4074
REGION,CMRNGACCP01N,CMRGAS,2040.0,67.833
REGION,CMRNGACCP01O,CMRGAS,2040.0,0.0
REGION,CMRNGADIP00X,CMRGAS,2040.0,0.0
REGION,CMRNGAGCP01N,CMRGAS,2015.0,0.1129
REGION,CMRNGAGCP01N,CMRGAS,2016.0,0.2465
REGION,CMRNGAGCP01N,CMRGAS,2017.0,0.2465
REGION,CMRNGAGCP01N,CMRGAS,2018.0,0.2465
REGION,CMRNGAGCP01N,CMRGAS,2019.0,0.2465
REGION,CMRNGAGCP01N,CMRGAS,2035.0,0.0815
REGION,CMRNGAGCP01N,CMRGAS,2036.0,0.0811
REGION,CMRNGAGCP01N,CMRGAS,2037.0,0.0807
REGION,CMRNGAGCP01N,CMRGAS,2038.0,0.0803
REGION,CMRNGAGCP01N,CMRGAS,2039.0,0.0799
REGION,CMRNGAGCP01N,CMRGAS,2040.0,0.0214
REGION,CMRNGAGCP01O,CMRGAS,2015.0,9.9732
REGION,CMRNGAGCP01O,CMRGAS,2016.0,9.9732
REGION,CMRNGAGCP01O,CMRGAS,2017.0,9.9732
REGION,CMRNGAGCP01O,CMRGAS,2018.0,9.9732
REGION,CMRNGAGCP01O,CMRGAS,2019.0,9.9732
REGION,CMRNGAGCP01O,CMRGAS,2020.0,1.9946
REGION,CMRNGAGCP01O,CMRGAS,2021.0,1.8949
REGION,CMRNGAGCP01O,CMRGAS,2022.0,1.7952
REGION,CMRNGAGCP01O,CMRGAS,2023.0,1.6954
REGION,CMRNGAGCP01O,CMRGAS,2024.0,1.5957
REGION,CMRNGAGCP01O,CMRGAS,2025.0,1.496
REGION,CMRNGAGCP01O,CMRGAS,2026.0,1.3962
REGION,CMRNGAGCP01O,CMRGAS,2027.0,1.2965
REGION,CMRNGAGCP01O,CMRGAS,2028.0,1.1968
REGION,CMRNGAGCP01O,CMRGAS,2029.0,1.097
