r,t,y,TotalCapacityAnnual
REGION,AGOCOADIP00X,2025,1099989.0
REGION,AGOCOADIP00X,2026,1199988.0
REGION,AGOCOADIP00X,2027,1299987.0
REGION,AGOCOADIP00X,2028,1399986.0
REGION,AGOCOADIP00X,2029,1499985.0
REGION,AGOCOADIP00X,2030,1599984.0
REGION,AGOCOADIP00X,2031,1699983.0
REGION,AGOCOADIP00X,2032,1799982.0
REGION,AGOCOADIP00X,2033,1899981.0
REGION,AGOCOADIP00X,2034,1999980.0
REGION,AGOCOADIP00X,2035,2099979.0
REGION,AGOCOADIP00X,2036,2199978.0
REGION,AGOCOADIP00X,2037,2299977.0
REGION,AGOCOADIP00X,2038,2399976.0
REGION,AGOCOADIP00X,2039,2499975.0
REGION,AGOCOADIP00X,2040,2599974.0
REGION,AGOCOAIMP00X,2015,99999.0
REGION,AGOCOAIMP00X,2016,199998.0
REGION,AGOCOAIMP00X,2017,299997.0
REGION,AGOCOAIMP00X,2018,399996.0
REGION,AGOCOAIMP00X,2019,499995.0
REGION,AGOCOAIMP00X,2020,599994.0
REGION,AGOCOAIMP00X,2021,699993.0
REGION,AGOCOAIMP00X,2022,799992.0
REGION,AGOCOAIMP00X,2023,899991.0
REGION,AGOCOAIMP00X,2024,999990.0
REGION,AGOCOAIMP00X,2025,1099989.0
REGION,AGOCOAIMP00X,2026,1199988.0
REGION,AGOCOAIMP00X,2027,1299987.0
REGION,AGOCOAIMP00X,2028,1399986.0
REGION,AGOCOAIMP00X,2029,1499985.0
REGION,AGOCOAIMP00X,2030,1599984.0
REGION,AGOCOAIMP00X,2031,1699983.0
REGION,AGOCOAIMP00X,2032,1799982.0
REGION,AGOCOAIMP00X,2033,1899981.0
REGION,AGOCOAIMP00X,2034,1999980.0
REGION,AGOCOAIMP00X,2035,2099979.0
REGION,AGOCOAIMP00X,2036,2199978.0
REGION,AGOCOAIMP00X,2037,2299977.0
REGION,AGOCOAIMP00X,2038,2399976.0
REGION,AGOCOAIMP00X,2039,2499975.0
REGION,AGOCOAIMP00X,2040,2599974.0
REGION,AGOCOAPRP00X,2015,99999.0
REGION,AGOCOAPRP00X,2016,199998.0
REGION,AGOCOAPRP00X,2017,299997.0
REGION,AGOCOAPRP00X,2018,399996.0
REGION,AGOCOAPRP00X,2019,499995.0
REGION,AGOCOAPRP00X,2020,599994.0
REGION,AGOCOAPRP00X,2021,699993.0
REGION,AGOCOAPRP00X,2022,799992.0
REGION,AGOCOAPRP00X,2023,899991.0
REGION,AGOCOAPRP00X,2024,999990.0
REGION,AGOCOAPRP00X,2025,1099989.0
REGION,AGOCOAPRP00X,2026,1199988.0
REGION,AGOCOAPRP00X,2027,1299987.0
REGION,AGOCOAPRP00X,2028,1399986.0
REGION,AGOCOAPRP00X,2029,1499985.0
REGION,AGOCOAPRP00X,2030,1599984.0
REGION,AGOCOAPRP00X,2031,1699983.0
REGION,AGOCOAPRP00X,2032,1799982.0
REGION,AGOCOAPRP00X,2033,1899981.0
REGION,AGOCOAPRP00X,2034,1999980.0
REGION,AGOCOAPRP00X,2035,2099979.0
REGION,AGOCOAPRP00X,2036,2199978.0
REGION,AGOCOAPRP00X,2037,2299977.0
REGION,AGOCOAPRP00X,2038,2399976.0
REGION,AGOCOAPRP00X,2039,2499975.0
REGION,AGOCOAPRP00X,2040,2599974.0
REGION,AGOCOASCC01N,2040,0.0
REGION,AGOCOASCP01N,2040,0.0
REGION,AGOCOASCP01O,2040,0.0
REGION,AGOEL1TRP00X,2015,1.23591
REGION,AGOEL1TRP00X,2016,1.3065203130422807
REGION,AGOEL1TRP00X,2017,1.3482111319276442
REGION,AGOEL1TRP00X,2018,1.4722135751648768
REGION,AGOEL1TRP00X,2019,1.6179434126395968
REGION,AGOEL1TRP00X,2020,1.7375155350982396
REGION,AGOEL1TRP00X,2021,1.8772522459757137
REGION,AGOEL1TRP00X,2022,2.160317761276481
REGION,AGOEL1TRP00X,2023,2.453680296499006
REGION,AGOEL1TRP00X,2024,2.7501478557736734
REGION,AGOEL1TRP00X,2025,3.0498789291493877
REGION,AGOEL1TRP00X,2026,3.3637802012707683
REGION,AGOEL1TRP00X,2027,3.5630326490918662
REGION,AGOEL1TRP00X,2028,3.768615653848249
REGION,AGOEL1TRP00X,2029,3.975843600968674
REGION,AGOEL1TRP00X,2030,4.187043341344455
REGION,AGOEL1TRP00X,2031,4.245743103163444
REGION,AGOEL1TRP00X,2032,4.307326628523776
REGION,AGOEL1TRP00X,2033,4.371935841619136
REGION,AGOEL1TRP00X,2034,4.439719662781307
REGION,AGOEL1TRP00X,2035,4.6071410764794525
REGION,AGOEL1TRP00X,2036,4.83809651664188
REGION,AGOEL1TRP00X,2037,5.0759773705152496
REGION,AGOEL1TRP00X,2038,5.320952281135019
REGION,AGOEL1TRP00X,2039,5.573223158369484
REGION,AGOEL1TRP00X,2040,5.833016409069653
REGION,AGOEL2DIP00X,2015,1.17411
REGION,AGOEL2DIP00X,2016,1.2411942973901664
REGION,AGOEL2DIP00X,2017,1.280800575331263
REGION,AGOEL2DIP00X,2018,1.3986028964066344
REGION,AGOEL2DIP00X,2019,1.5370462420076183
REGION,AGOEL2DIP00X,2020,1.6506397583433274
REGION,AGOEL2DIP00X,2021,1.6506397583433274
REGION,AGOEL2DIP00X,2022,1.7340931617326463
REGION,AGOEL2DIP00X,2023,1.854689294390966
REGION,AGOEL2DIP00X,2024,1.9789002767802086
REGION,AGOEL2DIP00X,2025,2.1068724865564166
REGION,AGOEL2DIP00X,2026,2.248963121328633
REGION,AGOEL2DIP00X,2027,2.390276209756835
REGION,AGOEL2DIP00X,2028,2.537803468607899
REGION,AGOEL2DIP00X,2029,2.6870923142716543
REGION,AGOEL2DIP00X,2030,2.840352015711207
REGION,AGOEL2DIP00X,2031,2.840352015711207
REGION,AGOEL2DIP00X,2032,2.840352015711207
REGION,AGOEL2DIP00X,2033,2.840352015711207
REGION,AGOEL2DIP00X,2034,2.840352015711207
REGION,AGOEL2DIP00X,2035,2.9318434021925515
REGION,AGOEL2DIP00X,2036,3.080372019834817
REGION,AGOEL2DIP00X,2037,3.231996238819571
REGION,AGOEL2DIP00X,2038,3.386704762948405
REGION,AGOEL2DIP00X,2039,3.544509442154944
REGION,AGOEL2DIP00X,2040,3.7054365234883093
REGION,AGOEL3DIP00X,2021,0.1594411354467433
REGION,AGOEL3DIP00X,2022,0.31820871148001195
REGION,AGOEL3DIP00X,2023,0.47630698728309157
REGION,AGOEL3DIP00X,2024,0.6337401862047833
REGION,AGOEL3DIP00X,2025,0.7905124961355043
REGION,AGOEL3DIP00X,2026,0.9466280698785992
REGION,AGOEL3DIP00X,2027,0.99460480688044
REGION,AGOEL3DIP00X,2028,1.042381402547941
REGION,AGOEL3DIP00X,2029,1.0899591066485892
REGION,AGOEL3DIP00X,2030,1.1373391585660286
REGION,AGOEL3DIP00X,2031,1.1931039322940675
REGION,AGOEL3DIP00X,2032,1.2516082813863834
REGION,AGOEL3DIP00X,2033,1.3129870338269751
REGION,AGOEL3DIP00X,2034,1.3773816639310381
REGION,AGOEL3DIP00X,2035,1.4449406204629325
REGION,AGOEL3DIP00X,2036,1.5158196709749738
REGION,AGOEL3DIP00X,2037,1.5901822631699205
REGION,AGOEL3DIP00X,2038,1.6681999041298683
REGION,AGOEL3DIP00X,2039,1.7500525582960718
REGION,AGOEL3DIP00X,2040,1.8359290651278668
REGION,AGOEL4DIP00X,2040,0.0
REGION,AGOELCODBP00,2019,0.2763252411122999
REGION,AGOELCODBP00,2020,0.5014759751298911
REGION,AGOELCODBP00,2021,0.5014759751298911
REGION,AGOELCODBP00,2022,0.5014759751298911
REGION,AGOELCODBP00,2023,0.5844985182069267
REGION,AGOELCODBP00,2024,0.6
REGION,AGOELCODBP00,2025,0.6
REGION,AGOELCODBP00,2026,0.6
REGION,AGOELCODBP00,2027,0.6
REGION,AGOELCODBP00,2028,0.6
REGION,AGOELCODBP00,2029,0.6
REGION,AGOELCODBP00,2030,0.6
REGION,AGOELCODBP00,2031,0.6
REGION,AGOELCODBP00,2032,0.6
REGION,AGOELCODBP00,2033,0.6
REGION,AGOELCODBP00,2034,0.6
REGION,AGOELCODBP00,2035,0.6
REGION,AGOELCODBP00,2036,0.6
REGION,AGOELCODBP00,2037,0.6
REGION,AGOELCODBP00,2038,0.6
REGION,AGOELCODBP00,2039,0.6
REGION,AGOELCODBP00,2040,0.6
REGION,AGOGEOCVP01N,2040,0.0
REGION,AGOGEOCVP01O,2040,0.0
REGION,AGOHFODIP00X,2015,99999.0
REGION,AGOHFODIP00X,2016,199998.0
REGION,AGOHFODIP00X,2017,299997.0
REGION,AGOHFODIP00X,2018,399996.0
REGION,AGOHFODIP00X,2019,499995.0
REGION,AGOHFODIP00X,2020,599994.0
REGION,AGOHFODIP00X,2021,699993.0
REGION,AGOHFODIP00X,2022,799992.0
REGION,AGOHFODIP00X,2023,899991.0
REGION,AGOHFODIP00X,2024,999990.0
REGION,AGOHFODIP00X,2025,1099989.0
REGION,AGOHFODIP00X,2026,1199988.0
REGION,AGOHFODIP00X,2027,1299987.0
REGION,AGOHFODIP00X,2028,1399986.0
REGION,AGOHFODIP00X,2029,1499985.0
REGION,AGOHFODIP00X,2030,1599984.0
REGION,AGOHFODIP00X,2031,1699983.0
REGION,AGOHFODIP00X,2032,1799982.0
REGION,AGOHFODIP00X,2033,1899981.0
REGION,AGOHFODIP00X,2034,1999980.0
REGION,AGOHFODIP00X,2035,2099979.0
REGION,AGOHFODIP00X,2036,2199978.0
REGION,AGOHFODIP00X,2037,2299977.0
REGION,AGOHFODIP00X,2038,2399976.0
REGION,AGOHFODIP00X,2039,2499975.0
REGION,AGOHFODIP00X,2040,2599974.0
REGION,AGOHFOEMP00X,2015,99999.0
REGION,AGOHFOEMP00X,2016,199998.0
REGION,AGOHFOEMP00X,2017,299997.0
REGION,AGOHFOEMP00X,2018,399996.0
REGION,AGOHFOEMP00X,2019,499995.0
REGION,AGOHFOEMP00X,2020,599994.0
REGION,AGOHFOEMP00X,2021,699993.0
REGION,AGOHFOEMP00X,2022,799992.0
REGION,AGOHFOEMP00X,2023,899991.0
REGION,AGOHFOEMP00X,2024,999990.0
REGION,AGOHFOEMP00X,2025,1099989.0
REGION,AGOHFOEMP00X,2026,1199988.0
REGION,AGOHFOEMP00X,2027,1299987.0
REGION,AGOHFOEMP00X,2028,1399986.0
REGION,AGOHFOEMP00X,2029,1499985.0
REGION,AGOHFOEMP00X,2030,1599984.0
REGION,AGOHFOEMP00X,2031,1699983.0
REGION,AGOHFOEMP00X,2032,1799982.0
REGION,AGOHFOEMP00X,2033,1899981.0
REGION,AGOHFOEMP00X,2034,1999980.0
REGION,AGOHFOEMP00X,2035,2099979.0
REGION,AGOHFOEMP00X,2036,2199978.0
REGION,AGOHFOEMP00X,2037,2299977.0
REGION,AGOHFOEMP00X,2038,2399976.0
REGION,AGOHFOEMP00X,2039,2499975.0
REGION,AGOHFOEMP00X,2040,2599974.0
REGION,AGOHFOGCP01N,2040,0.0
REGION,AGOHFOGCP01O,2015,0.2391
REGION,AGOHFOGCP01O,2016,0.2391
REGION,AGOHFOGCP01O,2017,0.2391
REGION,AGOHFOGCP01O,2018,0.2391
REGION,AGOHFOGCP01O,2019,0.2391
REGION,AGOHFOGCP01O,2020,0.2391
REGION,AGOHFOGCP01O,2021,0.227145
REGION,AGOHFOGCP01O,2022,0.21519
REGION,AGOHFOGCP01O,2023,0.203235
REGION,AGOHFOGCP01O,2024,0.19128
REGION,AGOHFOGCP01O,2025,0.179325
REGION,AGOHFOGCP01O,2026,0.16737
REGION,AGOHFOGCP01O,2027,0.155415
REGION,AGOHFOGCP01O,2028,0.14346
REGION,AGOHFOGCP01O,2029,0.131505
REGION,AGOHFOGCP01O,2030,0.11955
REGION,AGOHFOGCP01O,2031,0.107595
REGION,AGOHFOGCP01O,2032,0.09564
REGION,AGOHFOGCP01O,2033,0.083685
REGION,AGOHFOGCP01O,2034,0.07173
REGION,AGOHFOGCP01O,2035,0.059775
REGION,AGOHFOGCP01O,2036,0.04782
REGION,AGOHFOGCP01O,2037,0.035865
REGION,AGOHFOGCP01O,2038,0.02391
REGION,AGOHFOGCP01O,2039,0.011955
REGION,AGOHFOGCP01O,2040,0.0
REGION,AGOHFOIMP00X,2015,99999.0
REGION,AGOHFOIMP00X,2016,199998.0
REGION,AGOHFOIMP00X,2017,299997.0
REGION,AGOHFOIMP00X,2018,399996.0
REGION,AGOHFOIMP00X,2019,499995.0
REGION,AGOHFOIMP00X,2020,599994.0
REGION,AGOHFOIMP00X,2021,699993.0
REGION,AGOHFOIMP00X,2022,799992.0
REGION,AGOHFOIMP00X,2023,899991.0
REGION,AGOHFOIMP00X,2024,999990.0
REGION,AGOHFOIMP00X,2025,1099989.0
REGION,AGOHFOIMP00X,2026,1199988.0
REGION,AGOHFOIMP00X,2027,1299987.0
REGION,AGOHFOIMP00X,2028,1399986.0
REGION,AGOHFOIMP00X,2029,1499985.0
REGION,AGOHFOIMP00X,2030,1599984.0
REGION,AGOHFOIMP00X,2031,1699983.0
REGION,AGOHFOIMP00X,2032,1799982.0
REGION,AGOHFOIMP00X,2033,1899981.0
REGION,AGOHFOIMP00X,2034,1999980.0
REGION,AGOHFOIMP00X,2035,2099979.0
REGION,AGOHFOIMP00X,2036,2199978.0
REGION,AGOHFOIMP00X,2037,2299977.0
REGION,AGOHFOIMP00X,2038,2399976.0
REGION,AGOHFOIMP00X,2039,2499975.0
REGION,AGOHFOIMP00X,2040,2599974.0
REGION,AGOHYDLSP00X,2015,0.788
REGION,AGOHYDLSP00X,2016,0.788
REGION,AGOHYDLSP00X,2017,3.178
REGION,AGOHYDLSP00X,2018,3.528
REGION,AGOHYDLSP00X,2019,3.528
REGION,AGOHYDLSP00X,2020,3.528
REGION,AGOHYDLSP00X,2021,3.528
REGION,AGOHYDLSP00X,2022,3.528
REGION,AGOHYDLSP00X,2023,3.528
REGION,AGOHYDLSP00X,2024,5.698
REGION,AGOHYDLSP00X,2025,5.698
REGION,AGOHYDLSP00X,2026,5.698
REGION,AGOHYDLSP00X,2027,5.698
REGION,AGOHYDLSP00X,2028,5.698
REGION,AGOHYDLSP00X,2029,5.698
REGION,AGOHYDLSP00X,2030,5.698
REGION,AGOHYDLSP00X,2031,5.698
REGION,AGOHYDLSP00X,2032,5.698
